65	64.0	a	@be_my_peaches I’m sick of their double standards. That’s why I don’t pay attention to them on here.
66	65.0	a	RT @xunhuas: Before leaving the stage during Fever Festival last Sunday~  Sehun: We'll see each other very soon~( 눈.눈) Chanyeol: *This week…
67	66.0	a	@Tia_Gabriella Omg I feel sick!! It prob can be repaired but will cost £££
68	67.0	a	RT @psychdr100: Admits being this rotten. A top Trump pick for homeland security chief just admitted he made the call to deport sick kids h…
69	68.0	a	RT @tomiwa_100: When i say deposit, you say garrnnnn https://t.co/JE7oyz6huQ
70	69.0	a	This person is sick
71	70.0	a	RT @PatWill97926440: This evil hypocritical degenerate should be in prison.  Wtf  is going on? Labour think it’s appropriate for him to sta…
72	71.0	a	RT @giggIykoo: look at this . just LOOK . sick n twisted &lt;//3 goodest boy. https://t.co/QkcypynbHW
73	72.0	a	RT @atensnut: Most of America is sick of this dick.  Just the sight of him brings on revulsion. https://t.co/cgpElAwtKJ
74	73.0	a	"RT @ANINewsUP: Balram, a tuberculosis (TB) patient allegedly fell sick due to starvation, in Kaushambi. Archana, his daughter says, ""Father…"
75	74.0	a	@Independent_ie Sick Bastard.
76	75.0	a	RT @JCarter186: Is anyone but me getting really SICK &amp; TIRED of this bartender acting like she knows more about running the USA than @realD…
77	76.0	a	RT @clinton_felker: Another take.  I was trying to imagine that this Guardian is a little crazy he became somewhat of a boogeyman for the H…
78	77.0	a	i am kinda out of steam now and once again sick of looking at this board game so i will cut it there, hope you enjoyed, good luck!!
79	78.0	a	RT @KayHair1: We are constantly expected to NOT believe our eyes &amp; to believe their convoluted nonsense.  Just like we are supposed to gues…
80	79.0	a	RT @LadyRedWave: I'm GOING to 💥RETWEET💥this EVERY damn time I see it UNTIL @HillaryClinton IS SICK of it!  We WILL NEVER forget those left…
81	80.0	a	RT @thiccciron: @xLaraSnipes this is fucking SICK, you're so stunning
82	81.0	a	The match is gonna be boring and slow but I'm sick and tired of those two. https://t.co/NL14hRKBTJ
83	82.0	a	RT @taegape_: now this is just absolutely sick and twisted https://t.co/FBzHmHcb4g
84	83.0	a	RT @LeahYehudah_: Pig Ebola/African swine flu survives curing and freezing. This is a judgment from TMH. So if you've got any in your freez…
85	84.0	a	RT @mushyart: https://t.co/Ctkp7dWkj2  Btw before I fuck off for good tonight (because I'm feeling nasty sick) feel free to join my server.…
86	85.0	a	RT @SuzanneFromMN: Sick sick sick https://t.co/OfTjsNs49V
87	86.0	a	RT @ogmaxb: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/XyXh5Iibgn
88	87.0	a	RT @charliekirk11: Why did House Democrats just block an amendment to their impeachment resolution allowing the President's counsel to sit…
89	88.0	a	@dobonhonkeros69 IM SICK TOO SMH
90	89.0	a	RT @Veronicaromm: Hey @DevinNunes stfu you sick sycophant‼️ You make me sick 🤕 You’re wasting our time fool. #RESIST #TrumpCrimeFamily #dev…
91	90.0	a	RT @ogmaxb: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/XyXh5Iibgn
92	91.0	a	RT @BoBundyy: Baby fever at an all time high rn 🥺 https://t.co/blIuwiOxm6
93	92.0	a	@Jennifer7Lane @april_hamons @realDonaldTrump @SpeakerPelosi @RepAdamSchiff SHAMEFUL TREASONOUS DISGRACE SICK CORRU… https://t.co/lbGDE0924p
94	93.0	a	and i was fucking sick of myself for putting myself through so much shit all because i loved you and put you before me
95	94.0	a	RT @charliekirk11: Why did House Democrats just block an amendment to their impeachment resolution allowing the President's counsel to sit…
96	95.0	a	The thought of catching feelings for anyone makes me feeeeel sick🤢
97	96.0	a	@HCullen98 @gregolear and it can't happen soon enough - so sick of these traitors.
98	97.0	a	RT @JadeiteGordon: @D3r3khall I hope these thugs get beaten up so badly they spend their lives in a wheelchair! I am sick of thugs &amp; time c…
99	98.0	a	@411wrestling I'm so sick of McMahon kissing Brock's ass they don't care what we want he only cares McMahon only ca… https://t.co/ucVm0SeAcu
100	99.0	a	RT @ogmaxb: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/XyXh5Iibgn
101	100.0	a	I was sick af for 5 days. my stomach hurt so bad I didnt even wanna walk. Not once was I rude. Dudes get a cough an… https://t.co/EZJTi4KBge
102	101.0	a	DMC5 looks sick #PS4share https://t.co/yw4fOcVgvL
103	102.0	a	RT @FindKobe: Hello. I hear it's #Caturday today. I am a #cat &amp; I've been stolen, please could you share my photo? My little friends at hom…
104	103.0	a	@Trained2Goo @Aftermathvol1 We don’t have straight pto we have sick days vacation days etc so I have to use my sick… https://t.co/dmNO0jYZpK
105	104.0	a	@kevindelury @ScottyHockey getting sick of the Lias whining
106	105.0	a	Male stripper that works in the Hamptons: I'm sorry, I can't dance tonight, my horse is sick
107	106.0	a	Yall democrats need to jump ship n go republican stop being wussies and go into the cold I'm sick of seeing these i… https://t.co/bLJkfDdEyK
108	107.0	a	@vinoisdopetoo @raymocriso Wtf that line up is so sick!
109	108.0	a	RT @DragonflyJonez: I hate that Steph news. Injuries rob us sports fans of so much. Clowning GS won't even hit the same. I'm sick. (And I s…
110	109.0	a	RT @daancscom: ★ AWP FEVER DREAM CSGO GIVEAWAY ★  - Like and Comment: https://t.co/WQ2aNRBDfE - Retweet and Follow!  Rolling in 24 Hours. G…
111	110.0	a	RT @m_aligato: I am from Mindanao and I experienced all those Earthquakes since October 16 this year. I am trembled. I am afraid. I am sick…
112	111.0	a	Just got my flu shot from @goUFV @UFVhealth nursing student. Awesome job! Winter is coming and I’m ready😎
113	112.0	a	RT @xunhuas: Before leaving the stage during Fever Festival last Sunday~  Sehun: We'll see each other very soon~( 눈.눈) Chanyeol: *This week…
114	113.0	a	RT @sujuI0I: They support the other artists even when they're not feeling good yesung that day was so sick but he tried his best to not sho…
115	114.0	a	RT @HoarseWisperer: Love you, @andylassner   https://t.co/yZlNnRwNwe
116	115.0	a	I smiled throughout honestly 💉 1 in 3 people who have #flu do not have symptoms? You can be infected with the virus… https://t.co/DEFq0DlDnf
117	116.0	a	RT @JeunesseHQ: 🤧 Cold and flu season is right around the corner, time to help support your body’s immune system 💪 Aloe Vera, a key ingredi…
118	117.0	a	RT @Zak_Bagans: Tonight see why. 9/8c on @TravelChannel https://t.co/2pgJX8yBfT
119	118.0	a	RT @hiveshxt: im finna start killang negros myself. im so sick. https://t.co/QEEhk3a9FH
120	119.0	a	i get 3 unexpected hours to lay in bed and cuddle my sick bub 🥺🥺
121	120.0	a	@DoctorMayJay My step daughter has been told there is a 12 month waiting list for back surgery, can hardly walk con… https://t.co/YrdGIt9azL
122	121.0	a	My favorite holiday, I’m sick and I gotta work.. WHAT kinda adulting is this
123	122.0	a	RT @guardiannews: Quarter of world's pig population 'to die due to African swine fever' https://t.co/3gF2pImF7G
124	123.0	a	It’s SNOWING snowing this is SICK &amp; TWISTED!!!!!!!!!!!!!!!!!!!!!!!!
125	124.0	a	@undergroundfest @GlosGuildhall @davidbutmore Sick pics 🙌🏻💜
126	125.0	a	RT @guardiannews: Quarter of world's pig population 'to die due to African swine fever' https://t.co/3gF2pImF7G
127	126.0	a	RT @Zak_Bagans: Tonight see why. 9/8c on @TravelChannel https://t.co/2pgJX8yBfT
128	127.0	a	@HAZELlSNUTS i fink i’m sick hazel... this is tragic
129	128.0	a	Do you know what is even scarier than Halloween? Getting the flu or exposing people with bad immune systems to your… https://t.co/hKpMG6krmZ
130	129.0	a	RT @Nitomatta: THIS YEAR IS A FUCKING FEVER DREAM https://t.co/ojrdx6G4v6
131	130.0	a	LAUGHING. OUT. LOUD. but seriously #enabling a very sick and corrupt person is also a sickness @IvankaTrump.… https://t.co/Ceb9bUdsQF
132	131.0	a	@SassyTallBlonde @Cassie__ch @phippsjm @DeAnna4Congress Thanks for setting me straight - I was feeling guilty about… https://t.co/EGO27KvV3R
133	132.0	a	RT @AngryBlackLady: The cruelty is the point. https://t.co/hQnRowI9rh
134	133.0	a	@rene_los @bk00023 @ABC I'm sorry you are so needy.  Even if he made a statement the day the first fire broke, you,… https://t.co/8y2Y3tqafr
135	134.0	a	RT @stephenasmith: Not looking for anybody to get hurt. Certainly ain’t looking forward to two stars getting suspended. But love the combat…
136	135.0	a	TBT!!
137	136.0	a	A friend and I will message our to-do lists back and forth and congratulate each other on any/all accomplishments b… https://t.co/sYRPRKbIGI
138	137.0	a	@unmeitk I feel sick in my stomach as if it's happening to me 😐😣
139	138.0	a	RT @atensnut: Most of America is sick of this dick.  Just the sight of him brings on revulsion. https://t.co/cgpElAwtKJ
140	139.0	a	It’s my favorite day of the year AND IM SUPER SICK 😭😭
141	140.0	a	RT @clairecmc: Watching Mitch lecture about fairness and due process makes me sick. Merrick Garland anyone?
142	141.0	a	RT @annahurt: Please get your flu shot consent form in for the ACS Flu Clinics next week! #PreventionMatters @ACSchoolTN and #BooToTheFlu f…
143	142.0	a	RT @ogmaxb: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/XyXh5Iibgn
144	143.0	a	RT @ProLifeTexanUSA: .@POTUS was never supposed to win.  #Democrats thought their crime spree would continue unabated.   #PresidentTrump ex…
145	144.0	a	RT @SunsAfterDark: Oh, not me. I’d gladly go winless for all eternity if it meant he stayed miserable and got dragged on here worse every d…
146	145.0	a	RT @atensnut: Most of America is sick of this dick.  Just the sight of him brings on revulsion. https://t.co/cgpElAwtKJ
147	146.0	a	RT @nicolelabonte: @AckersBill I honestly wonder if he has some sort of mental health disorder. And he has 900,000 crazy people trying to w…
148	147.0	a	Sick of it already the amount of kids knocking on ma gaff
149	148.0	a	@lqxukun what the HELL IM LEGIT SICK TO MY STOMACH
150	149.0	a	fml im really getting sick againnnn
151	150.0	a	@TKerrd okay that's fkn sick
152	151.0	a	I hope aine got no damn flu 🤦🏽‍♀️
153	152.0	a	Me in undergrad: I can't let anyone outside friend group know that I've done psychadelics, even though I really wan… https://t.co/irHdJLg6Fn
154	153.0	a	@ne_weatherman @connorluke18 Brexit, the NHS, and the sick and disabled for a start.
155	154.0	a	@CAL1C0_ Hot damn this is sick!
156	155.0	a	Haven't you heard? Hypocrisy, scandal &amp; corruption never count if you are part of the Labour Party. Go and have a l… https://t.co/rgElBzRqkj
157	156.0	a	Scientists say quarter of all pigs could die of swine fever #NewsGrit https://t.co/gc90o7Zf6L
158	157.0	a	🍵🍵🍵🍵
159	158.0	a	RT @shreeyaO5: i don’t have time to be sick rn
160	159.0	a	@RealJajaSanti @Mohamma23740514 @SamEdwardx @BobbyFazzler https://t.co/YGVRL2FS5A  Because of sick deluded people l… https://t.co/BZMxn5nNn3
161	160.0	a	@jpr007 @ModelYendofICE @jack_rix @thorton00 I saw years ago that Tesla will reveal the dirt within the mainstream… https://t.co/5uS2nfGdG9
162	161.0	a	I'm sick of you being rich and you still mad, let's talk about it?
163	162.0	a	RT @mxmsworld: If be honest with ourselves. We are doing okay. We want more and will have more. But how much more do you want for it to be…
164	163.0	a	@Jim_Duquette Boy, I am sick of this crap. And I was born/raised in New Brunswick! #ballsnstrikes
165	164.0	a	im sick of seeing variations of this tweet on my timeline. It’s just hard to cheer a dude who is a rapist, a racist… https://t.co/IKmIG5bxXk
166	165.0	a	Stop going to the doctor when you have the flu. It’s mostly preventable and the doctor can’t do anything for it.
167	166.0	a	RT @charliekirk11: Why did House Democrats just block an amendment to their impeachment resolution allowing the President's counsel to sit…
168	167.0	a	Proprietary inspections of personal property?
169	168.0	a	RT @Hepworthclare: Had a leaflet through my letter box today. It proclaims in very large headlines that Swinson will be the next PM. I gave…
170	169.0	a	RT @VRs_Memoirs: #Manchin is my senator here in West Virginia. I am sick of going every year and voting for either a Republican or another…
171	170.0	a	RT @damdaminnn: i'm sick of making things worse  i'm sick of being hurt i'm sick of crying myself to sleep i’m sick of hating everything  i…
172	171.0	a	@Life_Disrupted @NHSuk Not got a relevant health problem, then no vaccination on NHS (The national flu immunisation… https://t.co/sXAxnqscH8
173	172.0	a	RT @Greatm8SFM: MHA Halloween - Tsuyu/Uraraka x Deku ---- I feel like It's not the best I could have done, but given me being sick I'm usin…
174	173.0	a	RT @ogmaxb: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/XyXh5Iibgn
175	174.0	a	@Haiderium4 @zanezaidi What’s wrong with you? Where did I say the prophet is just anybody? Are you sick in your head?
176	175.0	a	RT @peytnhaag: baby fever AND puppy fever?? oh no https://t.co/am88bZAWpj
177	176.0	a	i swear to fuck if i get the flu the week i was gonna get the flu shot im gonna shit my pants
178	177.0	a	@CAgovernor @GovPressOffice @GavinNewsom @MayorOfLA Newsom needs to tell the truth to Californians. Spraying Chemic… https://t.co/Qf7s6zozIa
179	178.0	a	nah fr, every time a celebrity die the first thing i think is damn..one day it’s gone be Beyoncé and imma be SICK 😭
180	179.0	a	@icebearkwj Pls I’m too sick for this
181	180.0	a	RT @charliekirk11: Why did House Democrats just block an amendment to their impeachment resolution allowing the President's counsel to sit…
182	181.0	a	RT @Greatm8SFM: MHA Halloween - Tsuyu/Uraraka x Deku ---- I feel like It's not the best I could have done, but given me being sick I'm usin…
183	182.0	a	RT @DragonflyJonez: I hate that Steph news. Injuries rob us sports fans of so much. Clowning GS won't even hit the same. I'm sick. (And I s…
184	183.0	a	RT @GhibliGal: Me calling in sick so I can binge anime https://t.co/pKiFN3iCKP
185	184.0	a	@RetiredArmy7 @DebtAssassin1 @bfraser747 @DJNazSD @IFBpaul @bilubai2 @SheriffRuth @Berndvonfunk @AmberParke3 @fedupWVvoter Evil and Sick
186	185.0	a	"RT @ANINewsUP: Balram, a tuberculosis (TB) patient allegedly fell sick due to starvation, in Kaushambi. Archana, his daughter says, ""Father…"
187	186.0	a	How cute🥺
188	187.0	a	RT @AshtynnPowell: I’m beyond sick of seeing absolutely nothing but politics everywhere, especially twitter. Let alone personally attacking…
189	188.0	a	There's no emoji for scarlet fever
190	189.0	a	RT @awfulcarter: free sickö https://t.co/TFzisii6uo
191	190.0	a	@agross7270 @fspielman @MaryAnnAhernNBC @chicagosmayor Lightfoot is too generous with the teachers. You should make… https://t.co/XpKSMfNg5q
192	191.0	a	RT @HrhWheelz: Hey please I have been sick for the past four months now I was in a coma and now they discharged me half way because of mone…
193	192.0	a	RT @ShawnInArizona: I'm so sick of hearing about GOP members or White House aides expressing worry, anger, frustration, disgust, &amp; contempt…
194	193.0	a	RT @yarbro: It’s 100% right that we need to have a long-term strategy to rebuild/reinvent rural health care.   It’s also 100% stupid in the…
195	194.0	a	@kikimordi This is why we need to take mental health seriously in this country. A lot of people are sick. 😒
196	195.0	a	Fantastic well done 👍 👏I think I know who that is 🤣@marieyoung8 keep going @SuzySamuel6 you are doing amazing 😃
197	196.0	a	RT @ANTIF4N: mino dancing to mark ronson’s mixset including pony by ginuwine... this is shit out of a fever dream https://t.co/fBYnr4TXNp
198	197.0	a	RT @olimpiuurcan: Alexander Alekhine during a tough 33-board simultaneous exhibition in Prague on December 19, 1942. The day after he was i…
199	198.0	a	RT @TheePaintv100: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/dc1q219Udg
200	199.0	a	RT @peytnhaag: baby fever AND puppy fever?? oh no https://t.co/am88bZAWpj
201	200.0	a	RT @icexqueen: buy pics from me cuz it’s Halloween and I’m sick and v broke so I deserve it tank yew (◡‿◡✿) I will luv u forever https://t.…
202	201.0	a	RT @LadyRedWave: I'm GOING to 💥RETWEET💥this EVERY damn time I see it UNTIL @HillaryClinton IS SICK of it!  We WILL NEVER forget those left…
203	202.0	a	RT @mel_faith1: Guarantee you Trump isn't his president!   SICK DISGUSTING EVIL....   https://t.co/lkswjSxutF
204	203.0	a	RT @Blackbirds1632: - Corbyn's policies would harm the very people he says he is trying to help - Corbyn's rhetoric on business is utterly…
205	204.0	a	@globeandmail @globepolitics Hey Kenney....I for one am sick and tired of paying inflated prices for oil and gas be… https://t.co/SZujNF5ft9
206	205.0	a	@emilylansforddd i feel his pain, i woke up sick af today😩 i hope baby brayden feels better! (how does he manage to… https://t.co/q38E6L0mc5
207	206.0	a	My roommate got flowers from her boyfriend. She’s sick.  .. .. .. .. I’m sick too. I got nuttin. https://t.co/pG2TbKYYoj
208	207.0	a	if anyone can spare chicken soup for a very sick college student who cannot get out of bed it would be much appreciated
209	208.0	a	RT @ElsieKFisher: happy hella-ween. this year is going to be totally radical dude. gnarly! (does a sick kickflip on my bone-board)👻🤙
210	209.0	a	RT @RudyGiuliani: Schiff is Joe McCarthy with corrupt media on his side. When cooler heads prevail you will be surprised by the pattern of…
211	210.0	a	RT @gd04051973: @TeamTrump @lilspec03 @RepDougCollins Put the Left’s feet to the Fire!  Americans are sick of this daily fiasco!  We voted…
212	211.0	a	@jbarneseyy bro I've been sick like four times already HOW
213	212.0	a	@john_keim Sick of Trent Williams. Out of sight out of mind.
214	213.0	a	"@LunarLyricist ""But look at how red you are.. I bet you're a sick little pervert and are actually getting off... fr… https://t.co/BXFFISTzwc"
215	214.0	a	RT @HornyFactts: Makes me fucking sick to my stomach how someone can cheat on the person who gave their EVERYTHING to that person
216	215.0	a	RT @beyond27spaces: 191027 Fever피버 // 찬열♡  사랑으로 폭발 한 심장야ㅠㅠㅠㅠㅠ💗💘  #SeChanFeverFestival #찬열 #CHANYEOL #灿烈 #チャニョル #EXO_SC #EXO #weareoneEXO @w…
217	216.0	a	RT @tomiwa_100: When i say deposit, you say garrnnnn https://t.co/JE7oyz6huQ
218	217.0	a	RT @peytnhaag: baby fever AND puppy fever?? oh no https://t.co/am88bZAWpj
219	218.0	a	RT @RudyGiuliani: Schiff is Joe McCarthy with corrupt media on his side. When cooler heads prevail you will be surprised by the pattern of…
220	219.0	a	RT @mygscene: @BTS_twt YOU REALLY USED #JAEKAEHEY FOR THE HASHTAG IM SICK
221	220.0	a	RT @Priyank04870712: #GodMorningWednesday Stop Watching Movies  Bollywood is like a housefly who is bringing demerits of westernization to…
222	221.0	a	RT @shadedoughtho: Me: I need to go home, I’m so sick  Boss: You just got here and you look fine  Me: didn’t you hear me? I’m effin home si…
223	222.0	a	@AliceInChains @WilliamDuvall @JerryCantrell @MikeInez sick.
224	223.0	a	yellow fever is undeniably one of the most iconic supernatural episodes😂😂😂😂
225	224.0	a	RT @peytnhaag: baby fever AND puppy fever?? oh no https://t.co/am88bZAWpj
226	225.0	a	RT @smita_kohli: Shukla proved again #ArtiSingh is his doormat. Uske supporter bhi waise hi hai, They like to treat women as Chukla is doin…
227	226.0	a	RT @TheePaintv100: Just found this fucking gun in my sons Halloween candy. Some people are sick in the head. https://t.co/dc1q219Udg
228	227.0	a	I’m so SICK &amp; TIRED, of having a CRUSH ON YOU, fucking bitch
229	228.0	a	RT @Nitomatta: THIS YEAR IS A FUCKING FEVER DREAM https://t.co/ojrdx6G4v6
230	229.0	a	RT @YolzYako: Cyril Ramaphosa makes me sick! The rhetoric of talking about women in business whereas it’s only a small percentage that’s “a…
231	230.0	a	Everyone's always saying that rest is the best thing to do when you're sick but clearly those people haven't ever t… https://t.co/z92l911AIW
232	231.0	a	I'm sick guys no stream today :/
233	232.0	a	As I'm nearly 75, they keep sending me reminders for fly jab but I just ignore them. I've never had one and never w… https://t.co/1Vv6TyW3Lr
234	233.0	a	We’re all gonna be sick for homecoming fucking with this weather . I’ve seen short sleeves and sandals since I got… https://t.co/hEaKtxGCy7
235	234.0	a	@RepSires Please hold a town hall. No one in your district has seen you. We are worried sick.
236	235.0	a	RT @mission_europa: @brightonwil @SebGorka @BarackObama Only traitors are Trump and his party. Willfully destroying America's IC to protect…
237	236.0	a	@feysndelena I want it too,,, this is becoming sick, gotta re watch the season again
238	237.0	a	RT @DrMkhize4: There is a sick trend during December month.  The elderly are abandoned in hospital wards and not picked up after discharge.…
239	238.0	a	"RT @avocadojoo: wonho called himself ""someone like me"" to see him talk about himself like that makes me feel sick. someone like wonho is ki…"
240	239.0	a	@rcthsraven aw i’m sorry hope you feel better 🥺we can be sick together
241	240.0	a	RT @royaIwheein: wheein couldnt be at queendom half the time because she was sick but was there for every single performance dancing and si…
242	241.0	a	I see some cute shit on the timeline it makes me sick
243	242.0	a	@tambourine Urgh. I just published an article about flu-jab season but didn’t realise... what is a stupid policy. (… https://t.co/mGDgZz3HdK
244	243.0	a	boys make me want to be sick 🤮🤮🤮🤮🤮🤮🤮
245	244.0	a	RT @sepraeww: พี่ชานที่หลุด(?)บอกสัปดาห์นี้ตอนงานfever festivalวันที่27 สรุปมาจริง 555555555 อยากตี https://t.co/vSl0Oft1cI
